position,title,place_id,data_id,data_cid,provider_id,rating,reviews,type,types,type_id,address,latitude,longitude,phone,website,hours,open_state,operating_hours_detailed,price,price_level,accessibility,payment_methods,service_options,amenities,user_review_highlight,thumbnail,serpapi_thumbnail,reviews_link,photos_link,place_id_search,cidade_oficial,categoria_governo,data_extracao_oficial,auditoria_governo
18,Mãos de Fada Artesanatos Personalizados,ChIJm-2pJF-dmAAR3togVIVBvwE,0x989d5f24a9ed9b:0x1bf41855420dade,125891355487558366,/g/11h05f318f,4.8,16,Artesanato,"Artesanato, Loja especializada em lembranças de casamento",handicraft,"R. da Bahia, 174 - casa 2 - Poço Rico, Juiz de Fora - MG, 36020-090, Brasil",-21.7656682,-43.3354011,+55 32 98832-0507,,Fecha em breve ⋅ 20:00 ⋅ Abre ter. às 07:00,Fecha em breve ⋅ 20:00 ⋅ Abre ter. às 07:00,segunda-feira: 07:00–20:00; terça-feira: 07:00–20:00; quarta-feira: 07:00–20:00; quinta-feira: 07:00–20:00; sexta-feira: 07:00–20:00; sábado: 07:00–18:00; domingo: Fechado,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,,https://lh3.googleusercontent.com/p/AF1QipNM-UbGik6Okc-Ek6ojhSwblbGggCMPCYu6Jhi-=w164-h92-k-no,https://serpapi.com/images/url/8N_WsnicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFng56sbmuSemW3mn52s65ptlp-VEVyelJPknp7u7BvgHFlq5pWRqWtbbmhmopthaaSbrZuXDwCm1iE8,https://serpapi.com/search.json?data_id=0x989d5f24a9ed9b%3A0x1bf41855420dade&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0x989d5f24a9ed9b%3A0x1bf41855420dade&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJm-2pJF-dmAAR3togVIVBvwE,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
19,MEU ARTESANATO MINEIRO,ChIJKwGLq0GloQAR81vK4ixtq48,0xa1a541ab8b012b:0x8fab6d2ce2ca5bf3,10352488207992118259,/g/11c6v_jw36,4.8,9,Loja de materiais para artesanato,"Loja de materiais para artesanato, Shopping center",craft_store,"R. Alves de Andrade, 86 - centro, Resende Costa - MG, 36340-000, Brasil",-20.9182608,-44.2377554,+55 32 99903-1135,,Fechado ⋅ Abre ter. às 10:30,Fechado ⋅ Abre ter. às 10:30,segunda-feira: 10:30–17:30; terça-feira: 10:30–17:30; quarta-feira: 10:30–17:30; quinta-feira: 10:30–17:30; sexta-feira: 09:30–17:30; sábado: 09:30–17:30; domingo: 10:30–17:30,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC","Entrega, Retirada na loja",,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noiueSNTRiTgZDtnIsikr3qqemW_Jm0BtPDuEA8DpIB2orKk3Mq2P3i-vbJthdLGi1Dz0QZWCXCgvp33szhZayq0QhGMC6WkRIJLwUtWthD3xdcvK1mzFaflMUYM_IjfyJhoA4q=w80-h142-k-no,https://serpapi.com/images/url/MkrOmnicBcHdboIwGADQJ6r8lBi3xAukakAx6jRs3BDF2q8DWko_cPJ-ewjfxnNe_4DY2k_HqYFOhNai5r3lXakVcoWTUjeOaC0pLbFOGH1AoLTs-dfudJQnkTNUsZVVR43hTVYkjbvAPeuX4Yy18cLX3aaiqfH3VJLhmiDctmvpsdE95Fn0HYmhpdSOkF-exj3AOo2mWXWMk-3jjBkCo3-3cth4zbi63Ov0_JMW8e_9mYAOAzN_zFwCXuCTiij9Bj13RdE,https://serpapi.com/search.json?data_id=0xa1a541ab8b012b%3A0x8fab6d2ce2ca5bf3&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa1a541ab8b012b%3A0x8fab6d2ce2ca5bf3&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJKwGLq0GloQAR81vK4ixtq48,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
20,Arte Mineira Artesanatos,ChIJJyaPfc-bpgAR9ywca37Vo6g,0xa69bcf7d8f2627:0xa8a3d57e6b1c2cf7,12151790958515334391,/g/11h_yc4_p3,,0,Artesanato,Artesanato,handicraft,"Av. Bernardo de Vasconcelos, 1990 - Ipiranga, Belo Horizonte - MG, 31150-000, Brasil",-19.8792687,-43.934894299999996,+55 31 99449-7191,https://www.instagram.com/artemineiraartesanatos?igsh=ajBkbTRkaGxtM2M5,Fechado ⋅ Abre ter. às 09:00,Fechado ⋅ Abre ter. às 09:00,segunda-feira: 09:00–18:00; terça-feira: 09:00–18:00; quarta-feira: 09:00–18:00; quinta-feira: 09:00–18:00; sexta-feira: 09:00–18:00; sábado: 09:00–12:30; domingo: Fechado,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC",,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npesf7wBdz8l_GuL9wqujBDxXi47DA0ddaT4Q1hQFo5fUuCbj9BmaBGqGCOznOdzemcK2C08qiHV3cS3usQzdKg3CYaCFM0mJ12zebbO6FE-zamyBrbF2a1h_ZagJ759jkoSrKH=w122-h92-k-no,https://serpapi.com/images/url/y3QWXHicBcFRboMgAADQE1EVbS1L9lFotalbjOm6bPtpECjUCqhI3LjfDrHb7L2_XzXPg3uKol6lK2mt7IV3YmLWzMLMK2Z1JAcHmAMu2hGkMjMId8sXzMO2v5b-BS2j7_D---Oe5ftdzDl9y5pENYVd3y6etB3CmuJyLEkdTM2D0KyCJN6O9-N7ys6pd03glUzJJyXFa6xPCQyibetNcQCB6h88tQWkibp-UXnK16h72PNUHZ-XBEKgEAQPYOw_1v5EKw,https://serpapi.com/search.json?data_id=0xa69bcf7d8f2627%3A0xa8a3d57e6b1c2cf7&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa69bcf7d8f2627%3A0xa8a3d57e6b1c2cf7&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJJyaPfc-bpgAR9ywca37Vo6g,"Coronel Pacheco, MG",lojas_artesanato,2025-07-28T19:25:57.094570,COMPLETA
1,Rede Minas - Coronel Pacheco,ChIJreLAOhd7ogARs8davgE_2t8,0xa27b173ac0e2ad:0xdfda3f01be5ac7b3,16130274292101990323,/g/11kqhbg4r8,5,1,Loja de móveis,Loja de móveis,furniture_store,"R. dos Andradas, 143 - Centro, Cel. Pacheco - MG, 36155-000, Brasil",-21.5875241,-43.2648538,+55 32 3258-1516,https://www.instagram.com/redeminasoficial/,Fechado ⋅ Abre ter. às 08:00,Fechado ⋅ Abre ter. às 08:00,segunda-feira: 08:00–18:30; terça-feira: 08:00–18:30; quarta-feira: 08:00–18:30; quinta-feira: 08:00–18:30; sexta-feira: 08:00–18:30; sábado: 08:00–12:30; domingo: Fechado,,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC","Entrega, Compras na loja",,"""Ótimo atendimento""",https://lh3.googleusercontent.com/p/AF1QipNntxalavxLvWu_lZaNAY48ZTdmRJclBKIoPlur=w122-h92-k-no,https://serpapi.com/images/url/Dq1_M3icuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngl1dSkZiTWFbhUxZeGp8TlejnGGliERWSkhvklZzj5O2ZH5BTWmRbbmhkpJthaaSbrZuXDwDYuiJ1,https://serpapi.com/search.json?data_id=0xa27b173ac0e2ad%3A0xdfda3f01be5ac7b3&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b173ac0e2ad%3A0xdfda3f01be5ac7b3&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJreLAOhd7ogARs8davgE_2t8,"Coronel Pacheco, MG",lojas_decoracao,2025-07-28T19:26:01.655934,COMPLETA
2,REDE LAR MOVÉIS,ChIJFzKcE_97ogAR0ga72kqRTno,0xa27bff139c3217:0x7a4e914adabb06d2,8813141271493936850,/g/11w8jpkr53,,0,Loja de móveis,Loja de móveis,furniture_store,"R. São Vicente de Paula, Cel. Pacheco - MG, 36155-000, Brasil",-21.5875275,-43.2630479,,,Fechado ⋅ Abre ter. às 08:30,Fechado ⋅ Abre ter. às 08:30,segunda-feira: 08:30–18:00; terça-feira: 08:30–18:00; quarta-feira: 08:30–18:00; quinta-feira: 08:30–18:00; sexta-feira: 08:00–18:00; sábado: 08:00–12:30; domingo: Fechado,,,,"Cartão de crédito, Cartão de débito",Entrega,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ItkMM24da2x_m-ntJaaquw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=209.57164&pitch=0&thumbfov=100,https://serpapi.com/images/url/pCwbdHicHc3bDYMgFADQbfgTkNiHTYjfbeIM5ooUSBGoXMVu07W6TZsucM7nbRFTvjCWcdEaN6dLcrv2uUpATYzGa0guUxVnttUM7TqPAZzvEoToJnnFR9-LZgKxD3MV8AbwXAtR46C80wFl1rAoS035iUucqEmZFHnmxMpWkBcUKXhLD6f62JDkUFnJyX-5x03WnH8Bk8455Q,https://serpapi.com/search.json?data_id=0xa27bff139c3217%3A0x7a4e914adabb06d2&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27bff139c3217%3A0x7a4e914adabb06d2&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJFzKcE_97ogAR0ga72kqRTno,"Coronel Pacheco, MG",lojas_decoracao,2025-07-28T19:26:01.655934,COMPLETA
1,Lemos de Sá Galeria de Arte,ChIJjVHroHe7pgARkr8wCRQN0rk,0xa6bb77a0eb518d:0xb9d20d140930bf92,13389779021830602642,/g/1tjh0l_m,4.8,28,Galeria de Arte,Galeria de Arte,art_gallery,"R. Germano Chati, 255 - Mangabeiras, Belo Horizonte - MG, 30315-120, Brasil",-19.956829499999998,-43.9258868,+55 31 3261-3993,http://www.lemosdesagaleria.com/,Fechado ⋅ Abre ter. às 10:00,Fechado ⋅ Abre ter. às 10:00,segunda-feira: 10:00–17:00; terça-feira: 10:00–17:00; quarta-feira: 10:00–17:00; quinta-feira: 10:00–17:00; sexta-feira: 10:00–17:00; sábado: 10:00–13:00; domingo: Fechado,,,"Banheiro com acessibilidade para pessoas em cadeira de rodas, Entrada com acessibilidade para pessoas em cadeira de rodas",,,,"""Amei, lugar lindo, pessoas maravilhosas""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqWXOhPeLyi06zFi2jrXattRUqBjpbPr4O9l7vSH_Qcm_V7NOWRpKMpWfqzbYIuPNg9BkTrEKZeYlL0H_XGFoOG1ILl6kQ-jyLrcwIp8B0J-p6JV7lvTPZFJqsxp85QjLuekkSZ=w163-h92-k-no,https://serpapi.com/images/url/f-HJAHicBcFZEoIgAADQE5G2aTbTRzZZGrm0af44xZAkJAhoy_06RLfpvd-XaC3U1DAYGfZKzkuGW4Ul4rXGte4h_jBKoQBSQBnzhUNGdZNmEYkxfN9N6-PdB5XMLlrvjo1biWssR5HD7G6_LhL0KE52GKU7sdmK9NZ8rme_jcPScelBLjc5PjNorots5fFo1fchs2gCqjeU6OmLiWsGQFjByWbdIc69oFEvMRknFWwxpft89uxbQ0CcAaCg5n8qJ0VS,https://serpapi.com/search.json?data_id=0xa6bb77a0eb518d%3A0xb9d20d140930bf92&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa6bb77a0eb518d%3A0xb9d20d140930bf92&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJjVHroHe7pgARkr8wCRQN0rk,"Coronel Pacheco, MG",galerias_arte,2025-07-28T19:26:04.755239,COMPLETA
2,Galeria de Arte Manoel Macedo,ChIJfbue7DmXpgARDBhT9WnYIRc,0xa69739ec9ebb7d:0x1721d869f553180c,1666851286702823436,/g/1td2w3sb,4.7,47,Galeria de Arte,"Galeria de Arte, Arte",art_gallery,"R. Lima Duarte, 158 - Carlos Prates, Belo Horizonte - MG, 30710-470, Brasil",-19.915586299999998,-43.9657233,+55 31 3411-1012,http://manoelmacedo.com.br/,Fechado ⋅ Abre ter. às 08:00,Fechado ⋅ Abre ter. às 08:00,segunda-feira: 08:00–18:00; terça-feira: 08:00–18:00; quarta-feira: 08:00–18:00; quinta-feira: 08:00–18:00; sexta-feira: 08:00–18:00; sábado: 10:00–14:00; domingo: Fechado,,,"Banheiro com acessibilidade para pessoas em cadeira de rodas, Entrada com acessibilidade para pessoas em cadeira de rodas",,,,"""Belíssimos trabalhos!!!""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqsm64nxBuy2aRkzPEcVJi227Elq3oOMdJqxVsGlabwkFzB7n3Ef4rJTvkPz9dnumoGioS38A1JQ11XfO5emzonES6214pbitaG2bcO0XTw0lbrorC7hpdrv5yERAqKGNBx4KlscQ=w122-h92-k-no,https://serpapi.com/images/url/FJLZvXicBcHdDoIgGADQJyIDKbOtC23kZiv7m-tW0cSJfAqY5gv2DL1N5_y-wtrObB1HCndRAVSyHEypOShbKrvg0DpVZxA3yDjB3hdU9aZdUzWFw4dkt2a-MJ7GNSEek70LyamI-yk1kczysTnMoadc9qI6fryby-wXamghquHubgIcXzF-vpJV2c6g2H1NMO3y2mYRyXmyfD7Gpcw16L0nukK_Vx92C_pjdA4nepSGX3cjJgQJn6AGKfgDrr9F_w,https://serpapi.com/search.json?data_id=0xa69739ec9ebb7d%3A0x1721d869f553180c&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa69739ec9ebb7d%3A0x1721d869f553180c&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJfbue7DmXpgARDBhT9WnYIRc,"Coronel Pacheco, MG",galerias_arte,2025-07-28T19:26:04.755239,COMPLETA
3,Paulinho demolidor,ChIJKagPScHfowARPz7TE8xF8qw,0xa3dfc1490fa829:0xacf245cc13d33e3f,12462099861695839807,/g/11cmhl16m9,4.3,61,Galeria de Arte,"Galeria de Arte, Museu histórico",art_gallery,"BR-482, 1458 - Gigante, Conselheiro Lafaiete - MG, 36400-000, Brasil",-20.657803899999998,-43.7673254,+55 31 99127-3933,https://m.facebook.com/antiguidadeseartes/,Fechado ⋅ Abre ter. às 09:00,Fechado ⋅ Abre ter. às 09:00,segunda-feira: 09:00–17:00; terça-feira: 09:00–17:00; quarta-feira: 09:00–17:00; quinta-feira: 09:00–17:00; sexta-feira: 09:00–17:00; sábado: 09:00–17:00; domingo: Fechado,,,,,,,"""Uma ótima experiência, muitos itens interessantes e conversa boa!!""",https://lh3.googleusercontent.com/p/AF1QipMkpNIU8bx43E4qI0F0V3YEhqyG1O54DcE05r7f=w122-h92-k-no,https://serpapi.com/images/url/pteBznicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngm13g5xlqkVRhYuxqUuhp4GYQZhzpmlFY6W7ob2rikuxqYFpknmZbbmhkpJthaaSbrZuXDwCBMB_m,https://serpapi.com/search.json?data_id=0xa3dfc1490fa829%3A0xacf245cc13d33e3f&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa3dfc1490fa829%3A0xacf245cc13d33e3f&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJKagPScHfowARPz7TE8xF8qw,"Coronel Pacheco, MG",galerias_arte,2025-07-28T19:26:04.755239,COMPLETA
4,Centro de Arte Fernando Pacheco,ChIJSTer9aKZpgARt0iIlXOmMiQ,0xa699a2f5ab3749:0x2432a673958848b7,2608330149561125047,/g/11ns67h9ns,,0,Artesanato,"Artesanato, Service establishment",handicraft,,-14.4095262,-51.31668,+55 32914343,http://www.fernandopacheco.com.br/,,,,,,,,,,,,,https://serpapi.com/search.json?data_id=0xa699a2f5ab3749%3A0x2432a673958848b7&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa699a2f5ab3749%3A0x2432a673958848b7&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJSTer9aKZpgARt0iIlXOmMiQ,"Coronel Pacheco, MG",galerias_arte,2025-07-28T19:26:04.755239,COMPLETA
1,Uai Petiscaria,ChIJ42fkJm97ogARsRiizwLjBUU,0xa27b6f26e467e3:0x4505e302cfa218b1,4973630964713527473,/g/11gbz9rptc,4.8,63,Bar,"Bar, Petiscaria",bar,"R. São Vicente de Paula, 17 - Centro, Cel. Pacheco - MG, 36155-000, Brasil",-21.5864871,-43.2641287,+55 32 99829-2301,,Fechado ⋅ Abre qui. às 19:00,Fechado ⋅ Abre qui. às 19:00,segunda-feira: Fechado; terça-feira: Fechado; quarta-feira: Fechado; quinta-feira: 19:00–00:00; sexta-feira: 19:00–00:00; sábado: 19:00–00:00; domingo: 19:00–23:00,$,,,"Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC","Mesas externas, Entrega sem contato, Entrega, Para viagem, Refeição no local",,,https://lh3.googleusercontent.com/p/AF1QipOChpajSSFWlsmAUcmmIXGo8Pu4uRuxO7uhRCoA=w164-h92-k-no,https://serpapi.com/images/url/QOIYrHicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFng75xRkJgVHOwWnlOc6xianJvrGeGebxFQalIaVFrhb16aEeSc72hbbmhmopthaaSbrZuXDwDC1yH4,https://serpapi.com/search.json?data_id=0xa27b6f26e467e3%3A0x4505e302cfa218b1&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b6f26e467e3%3A0x4505e302cfa218b1&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJ42fkJm97ogARsRiizwLjBUU,"Coronel Pacheco, MG",vinicolas,2025-07-28T19:26:07.805459,COMPLETA
2,Parada do Rei,ChIJuzsCVQx7ogARlOKoRbGTDbU,0xa27b0c55023bbb:0xb50d93b145a8e294,13046246085149385364,/g/11g71_xwmp,4.3,1179,Restaurante Mineiro,Restaurante Mineiro,typical_minas_gerais_restaurant,"MG-133, Cel. Pacheco - MG, 36155-000, Brasil",-21.589637099999997,-43.274297,+55 32 3258-1387,,Aberto ⋅ Fecha às 21:00,Aberto ⋅ Fecha às 21:00,segunda-feira: 07:00–21:00; terça-feira: 07:00–21:00; quarta-feira: 07:00–21:00; quinta-feira: 07:00–21:00; sexta-feira: 07:00–21:00; sábado: 07:00–22:00; domingo: 07:00–22:00,$,,"Assento com acessibilidade para pessoas em cadeira de rodas, Banheiro com acessibilidade para pessoas em cadeira de rodas, Entrada com acessibilidade para pessoas em cadeira de rodas, Estacionamento com acessibilidade para pessoas em cadeira de rodas","Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC","Entrega sem contato, Entrega, Para viagem, Refeição no local",,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqj-YuCvdZrjAAt-dtrlggXJ3IRkeuSaz0e1ypcLUEUnlQPs3iZ2b01D2CQN8YLyITTx76Ew0D3swhNe4YdwszoJ7wsHQFkiFdu7Wm-KIDaWtTq5yg5unpSYdkXOR4nul2o-uSEuA=w163-h92-k-no,https://serpapi.com/images/url/Rl9Dw3icBcFbcoIwFADQFV15BKV2xg8GcIp1rAiO4p8lmUSJCXITU9yga3A3Pef9Esb0-Ol5UpAJ15pLZpENrVaGKTNp9c3jPUKLgF6SzkWk7ldobPqgp-GaJAaoGSTnxxUpdh2z1fnps2Ds2_U-3ytZbpFcTuGvH2RhWm4-mvVY1PVfPMudnxF0YsOihjp86lXs8KtcdpcltfHhBt9Fdj6Y-j4d-dSqvmpod_zZRcrKUIOtcpssXDAjIOYhdKD0P62gRiM,https://serpapi.com/search.json?data_id=0xa27b0c55023bbb%3A0xb50d93b145a8e294&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b0c55023bbb%3A0xb50d93b145a8e294&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJuzsCVQx7ogARlOKoRbGTDbU,"Coronel Pacheco, MG",vinicolas,2025-07-28T19:26:07.805459,COMPLETA
3,Cel. Pacheco,ChIJfTCUGWB7ogARej58r-a0yME,0xa27b601994307d:0xc1c8b4e6af7c3e7a,13963609547541855866,/m/09rt087,,0,,,,"MG, 36155-000, Brasil",-21.5887447,-43.2665651,,http://www.coronelpacheco.mg.gov.br/,,,,,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nro4XkzQYvzG-CpOrR7C9xSHQ-mxf9pfDn-uJnO7ulm0Pc__GZcYjcm3BQCDXk_ueMSqWKmhM-rQjd_XWyAJ0PVEct6xdWhCApnVvSzg_C0-yXqECfMBMFY7hrl8MZfbY5eCsw=w163-h92-k-no,https://serpapi.com/images/url/S3zwoXicBcFLDoIwFADAEz1BURETF1h_0TSKJAJumlgLjdCPbVHkfF7C2zjz-3LntJ17XsODQaVU1bDWMkOVdEy6AVXCq7QFasF6MYr4WBo1zus-KV79FpA-mnOIoi7dJSC6MtLlSkK7l8ewbYR_ooRsr7R4UBEsE7TKa9IynD6zg-AYTPK4kzz7xHv_dFlTN-3uGUexlpdX2lcE-fDJn2tU4iXeFCE3zQxfy1sxYci-F-_hNAAejaAGqf7bxkUh,https://serpapi.com/search.json?data_id=0xa27b601994307d%3A0xc1c8b4e6af7c3e7a&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b601994307d%3A0xc1c8b4e6af7c3e7a&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJfTCUGWB7ogARej58r-a0yME,"Coronel Pacheco, MG",vinicolas,2025-07-28T19:26:07.805459,COMPLETA
4,Restaurante Churrasquinho do Parente,ChIJwfdYewl7ogARgegXRqSzcjE,0xa27b097b58f7c1:0x3172b3a44617e881,3563107773335464065,/g/11c7t12gn8,4.4,861,Restaurante,Restaurante,restaurant,"MG-353, 8, Cel. Pacheco - MG, 36155-000, Brasil",-21.5934162,-43.2769165,+55 32 99809-4521,https://instagram.com/churrasquinhodoparente?igshid=Mzc1MmZhNjY=,Aberto ⋅ Fecha às 22:00,Aberto ⋅ Fecha às 22:00,segunda-feira: 07:00–22:00; terça-feira: 07:00–22:00; quarta-feira: 07:00–22:00; quinta-feira: 07:00–22:00; sexta-feira: 07:00–22:00; sábado: 07:00–22:00; domingo: 07:00–21:00,$$,,"Assento com acessibilidade para pessoas em cadeira de rodas, Entrada com acessibilidade para pessoas em cadeira de rodas, Estacionamento com acessibilidade para pessoas em cadeira de rodas","Alelo, Cartão de crédito, Cartão de débito, Pagamentos por dispositivo móvel via NFC, Pluxee, Vale refeição","Mesas externas, Entrega sem contato, Entrega, Para viagem, Refeição no local",,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4novTTOmVbLQ9XVhHxQP0sJXNQ89HPFkxcTWRgbIoXjR0PBer0tXjvcvOlUdhgikCbnhWS5LGJdjZuNZ76hyMifQpNIbZceDGED2EsNAm0gJzOvZ0TNDxoZ0yEkFGoR3Y5XXUHu-pg=w122-h92-k-no,https://serpapi.com/images/url/6rmUP3icBcFbcoIwFADQFUVSrFqc8cMKgowNj6LGfBJjIo9cxgTEbtA1uJue834pazuzdJxGTScSQDaiN-LOQVuh7YRD68jOIG6QcdYbT31qGIoiaY_lPvPoUUVjlmITU5J9eVG6rUdenHJZ7oBWOU6_xR1bWg18SJrDRclbvSm1Ov3O9mF8qVhP2GKunj-3a9aRXcm48MPAdwND1i2W8V8yMFwQfwSGn0G9DSGfnmeUHqIedXL1-HBdpDwX1UjDP6E1Rbs,https://serpapi.com/search.json?data_id=0xa27b097b58f7c1%3A0x3172b3a44617e881&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa27b097b58f7c1%3A0x3172b3a44617e881&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJwfdYewl7ogARgegXRqSzcjE,"Coronel Pacheco, MG",vinicolas,2025-07-28T19:26:07.805459,COMPLETA
1,Cachaça Século XVIII - Engenho Boa Vista,ChIJ3zKpH4u5oQAR0u8vJtcjQFA,0xa1b98b1fa932df:0x504023d7262fefd2,5782661328509333458,/g/11b8yyh8_q,4.7,260,Destilaria,"Destilaria, Atração turística",distillery,"R. João XXIII, 443, Cel. Xavier Chaves - MG, 36330-000, Brasil",-21.025428599999998,-44.2304812,+55 32 99950-7997,https://linktr.ee/cachacasecxviii,Fechado ⋅ Abre ter. às 08:00,Fechado ⋅ Abre ter. às 08:00,segunda-feira: 08:00–17:00; terça-feira: 08:00–17:00; quarta-feira: 08:00–17:00; quinta-feira: 08:00–17:00; sexta-feira: 08:00–17:00; sábado: 08:00–17:00; domingo: Fechado,$$,,,"Cartão de crédito, Cartão de débito",,,"""Um alambique super tradicional, cachaça deliciosa.""",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrQ1Rv_Elje5Hc5QzEsXGbq_p6KZrTcrASDN-pKfmSfQgwta46vIpFN98cklNLbw-JiuE9jWAViaPs54rMOMK1wjb30aJFw_MFAmduPDPIYHm8mpgcwddcVRl-GsczD1CwFdGkB=w163-h92-k-no,https://serpapi.com/images/url/vHBEyHicBcFbcoIwFADQFUWKPEac6QflpVIoaMdWfxi4YBASEpNgZtyfi3A3nvN69kpxuTYM0lsLzBgm3Sw7AWxS3aQWwKiBuUQgkTT8wOvtSZTm_l5FZOicDTjlI5L_SXOruJuexS8I_xDmiKcXeriUWKvadu9bHufeCkaSfzca7a5z5A1__vFaF9KxRfaTpaYeGuuj3sW6ymKftnMRFtvThq4ox6DbFo57ghIJj9AMdNwm49enNl0L9d4SjWhib_iaRPg,https://serpapi.com/search.json?data_id=0xa1b98b1fa932df%3A0x504023d7262fefd2&engine=google_maps_reviews&hl=pt,https://serpapi.com/search.json?data_id=0xa1b98b1fa932df%3A0x504023d7262fefd2&engine=google_maps_photos&hl=pt,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=pt&place_id=ChIJ3zKpH4u5oQAR0u8vJtcjQFA,"Coronel Pacheco, MG",alambiques,2025-07-28T19:26:10.882290,COMPLETA
